Start,Meter,kWh
"3/30/2023 8:00:00 PM","Meter #80354166g","0.00"
"3/30/2023 9:00:00 PM","Meter #80354166","0.73"
"3/30/2023 9:00:00 PM","Meter #80354166g","0.00"
"3/30/2023 10:00:00 PM","Meter #80354166","0.46"
"3/30/2023 10:00:00 PM","Meter #80354166g","0.00"
"3/30/2023 11:00:00 PM","Meter #80354166","1.40"
"3/30/2023 11:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 12:00:00 AM","Meter #80354166","0.99"
"3/31/2023 12:00:00 AM","Meter #80354166g","0.00"
"3/31/2023 1:00:00 AM","Meter #80354166","2.18"
"3/31/2023 1:00:00 AM","Meter #80354166g","0.00"
"3/31/2023 2:00:00 AM","Meter #80354166","2.14"
"3/31/2023 2:00:00 AM","Meter #80354166g","0.00"
"3/31/2023 3:00:00 AM","Meter #80354166","1.82"
"3/31/2023 3:00:00 AM","Meter #80354166g","0.00"
"3/31/2023 4:00:00 AM","Meter #80354166","0.32"
"3/31/2023 4:00:00 AM","Meter #80354166g","0.00"
"3/31/2023 5:00:00 AM","Meter #80354166","0.53"
"3/31/2023 5:00:00 AM","Meter #80354166g","0.00"
"3/31/2023 6:00:00 AM","Meter #80354166","0.50"
"3/31/2023 6:00:00 AM","Meter #80354166g","0.00"
"3/31/2023 7:00:00 AM","Meter #80354166","0.22"
"3/31/2023 7:00:00 AM","Meter #80354166g","-0.00"
"3/31/2023 8:00:00 AM","Meter #80354166","0.00"
"3/31/2023 8:00:00 AM","Meter #80354166g","-0.55"
"3/31/2023 9:00:00 AM","Meter #80354166","0.00"
"3/31/2023 9:00:00 AM","Meter #80354166g","-0.68"
"3/31/2023 10:00:00 AM","Meter #80354166","0.00"
"3/31/2023 10:00:00 AM","Meter #80354166g","-1.42"
"3/31/2023 11:00:00 AM","Meter #80354166","0.00"
"3/31/2023 11:00:00 AM","Meter #80354166g","-1.80"
"3/31/2023 12:00:00 PM","Meter #80354166","0.00"
"3/31/2023 12:00:00 PM","Meter #80354166g","-2.03"
"3/31/2023 1:00:00 PM","Meter #80354166","0.62"
"3/31/2023 1:00:00 PM","Meter #80354166g","-0.41"
"3/31/2023 2:00:00 PM","Meter #80354166","1.02"
"3/31/2023 2:00:00 PM","Meter #80354166g","-0.00"
"3/31/2023 3:00:00 PM","Meter #80354166","5.21"
"3/31/2023 3:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 4:00:00 PM","Meter #80354166","2.22"
"3/31/2023 4:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 5:00:00 PM","Meter #80354166","3.28"
"3/31/2023 5:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 6:00:00 PM","Meter #80354166","0.97"
"3/31/2023 6:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 7:00:00 PM","Meter #80354166","0.57"
"3/31/2023 7:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 8:00:00 PM","Meter #80354166","1.43"
"3/31/2023 8:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 9:00:00 PM","Meter #80354166","0.67"
"3/31/2023 9:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 10:00:00 PM","Meter #80354166","1.02"
"3/31/2023 10:00:00 PM","Meter #80354166g","0.00"
"3/31/2023 11:00:00 PM","Meter #80354166","0.79"
"3/31/2023 11:00:00 PM","Meter #80354166g","0.00"
"4/1/2023 12:00:00 AM","Meter #80354166","0.92"
"4/1/2023 12:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 1:00:00 AM","Meter #80354166","0.49"
"4/1/2023 1:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 2:00:00 AM","Meter #80354166","0.38"
"4/1/2023 2:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 3:00:00 AM","Meter #80354166","0.41"
"4/1/2023 3:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 4:00:00 AM","Meter #80354166","0.32"
"4/1/2023 4:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 5:00:00 AM","Meter #80354166","0.37"
"4/1/2023 5:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 6:00:00 AM","Meter #80354166","0.39"
"4/1/2023 6:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 7:00:00 AM","Meter #80354166","0.31"
"4/1/2023 7:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 8:00:00 AM","Meter #80354166","0.27"
"4/1/2023 8:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 9:00:00 AM","Meter #80354166","0.24"
"4/1/2023 9:00:00 AM","Meter #80354166g","0.00"
"4/1/2023 10:00:00 AM","Meter #80354166","0.09"
"4/1/2023 10:00:00 AM","Meter #80354166g","-0.01"
"4/1/2023 11:00:00 AM","Meter #80354166","0.02"
"4/1/2023 11:00:00 AM","Meter #80354166g","-0.15"
"4/1/2023 12:00:00 PM","Meter #80354166","0.01"
"4/1/2023 12:00:00 PM","Meter #80354166g","-0.28"
"4/1/2023 1:00:00 PM","Meter #80354166","0.09"
"4/1/2023 1:00:00 PM","Meter #80354166g","-0.04"
"4/1/2023 2:00:00 PM","Meter #80354166","0.00"
"4/1/2023 2:00:00 PM","Meter #80354166g","-0.92"
"4/1/2023 3:00:00 PM","Meter #80354166","0.90"
"4/1/2023 3:00:00 PM","Meter #80354166g","-0.62"
"4/1/2023 4:00:00 PM","Meter #80354166","0.01"
"4/1/2023 4:00:00 PM","Meter #80354166g","-0.46"
"4/1/2023 5:00:00 PM","Meter #80354166","0.16"
"4/1/2023 5:00:00 PM","Meter #80354166g","-0.01"
"4/1/2023 6:00:00 PM","Meter #80354166","0.29"
"4/1/2023 6:00:00 PM","Meter #80354166g","0.00"
"4/1/2023 7:00:00 PM","Meter #80354166","0.39"
"4/1/2023 7:00:00 PM","Meter #80354166g","0.00"
"4/1/2023 8:00:00 PM","Meter #80354166","0.40"
"4/1/2023 8:00:00 PM","Meter #80354166g","0.00"
"4/1/2023 9:00:00 PM","Meter #80354166","0.36"
"4/1/2023 9:00:00 PM","Meter #80354166g","0.00"
"4/1/2023 10:00:00 PM","Meter #80354166","0.52"
"4/1/2023 10:00:00 PM","Meter #80354166g","0.00"
"4/1/2023 11:00:00 PM","Meter #80354166","1.14"
"4/1/2023 11:00:00 PM","Meter #80354166g","0.00"
"4/2/2023 12:00:00 AM","Meter #80354166","1.56"
"4/2/2023 12:00:00 AM","Meter #80354166g","0.00"
"4/2/2023 1:00:00 AM","Meter #80354166","0.62"
"4/2/2023 1:00:00 AM","Meter #80354166g","0.00"
"4/2/2023 2:00:00 AM","Meter #80354166","0.54"
"4/2/2023 2:00:00 AM","Meter #80354166g","0.00"
"4/2/2023 3:00:00 AM","Meter #80354166","0.46"
"4/2/2023 3:00:00 AM","Meter #80354166g","0.00"
"4/2/2023 4:00:00 AM","Meter #80354166","0.48"
"4/2/2023 4:00:00 AM","Meter #80354166g","0.00"
"4/2/2023 5:00:00 AM","Meter #80354166","0.38"
"4/2/2023 5:00:00 AM","Meter #80354166g","0.00"
"4/2/2023 6:00:00 AM","Meter #80354166","0.32"
"4/2/2023 6:00:00 AM","Meter #80354166g","0.00"
"4/2/2023 7:00:00 AM","Meter #80354166","0.24"
"4/2/2023 7:00:00 AM","Meter #80354166g","-0.01"
"4/2/2023 8:00:00 AM","Meter #80354166","0.08"
"4/2/2023 8:00:00 AM","Meter #80354166g","-0.05"
"4/2/2023 9:00:00 AM","Meter #80354166","0.00"
"4/2/2023 9:00:00 AM","Meter #80354166g","-0.45"
"4/2/2023 10:00:00 AM","Meter #80354166","0.00"
"4/2/2023 10:00:00 AM","Meter #80354166g","-2.85"
"4/2/2023 11:00:00 AM","Meter #80354166","0.00"
"4/2/2023 11:00:00 AM","Meter #80354166g","-4.38"
"4/2/2023 12:00:00 PM","Meter #80354166","0.00"
"4/2/2023 12:00:00 PM","Meter #80354166g","-4.03"
"4/2/2023 1:00:00 PM","Meter #80354166","0.00"
"4/2/2023 1:00:00 PM","Meter #80354166g","-3.19"
"4/2/2023 2:00:00 PM","Meter #80354166","0.00"
"4/2/2023 2:00:00 PM","Meter #80354166g","-2.46"
"4/2/2023 3:00:00 PM","Meter #80354166","0.00"
"4/2/2023 3:00:00 PM","Meter #80354166g","-1.39"
"4/2/2023 4:00:00 PM","Meter #80354166","0.02"
"4/2/2023 4:00:00 PM","Meter #80354166g","-0.38"
"4/2/2023 5:00:00 PM","Meter #80354166","0.34"
"4/2/2023 5:00:00 PM","Meter #80354166g","0.00"
"4/2/2023 6:00:00 PM","Meter #80354166","0.40"
"4/2/2023 6:00:00 PM","Meter #80354166g","0.00"
"4/2/2023 7:00:00 PM","Meter #80354166","0.76"
"4/2/2023 7:00:00 PM","Meter #80354166g","0.00"
"4/2/2023 8:00:00 PM","Meter #80354166","0.66"
"4/2/2023 8:00:00 PM","Meter #80354166g","0.00"
"4/2/2023 9:00:00 PM","Meter #80354166","0.85"
"4/2/2023 9:00:00 PM","Meter #80354166g","0.00"
"4/2/2023 10:00:00 PM","Meter #80354166","1.35"
"4/2/2023 10:00:00 PM","Meter #80354166g","0.00"
"4/2/2023 11:00:00 PM","Meter #80354166","2.57"
"4/2/2023 11:00:00 PM","Meter #80354166g","0.00"
"4/3/2023 12:00:00 AM","Meter #80354166","1.97"
"4/3/2023 12:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 1:00:00 AM","Meter #80354166","2.86"
"4/3/2023 1:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 2:00:00 AM","Meter #80354166","5.84"
"4/3/2023 2:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 3:00:00 AM","Meter #80354166","2.59"
"4/3/2023 3:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 4:00:00 AM","Meter #80354166","1.17"
"4/3/2023 4:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 5:00:00 AM","Meter #80354166","1.07"
"4/3/2023 5:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 6:00:00 AM","Meter #80354166","1.22"
"4/3/2023 6:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 7:00:00 AM","Meter #80354166","1.03"
"4/3/2023 7:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 8:00:00 AM","Meter #80354166","0.76"
"4/3/2023 8:00:00 AM","Meter #80354166g","0.00"
"4/3/2023 9:00:00 AM","Meter #80354166","0.40"
"4/3/2023 9:00:00 AM","Meter #80354166g","-0.00"
"4/3/2023 10:00:00 AM","Meter #80354166","0.00"
"4/3/2023 10:00:00 AM","Meter #80354166g","-1.97"
"4/3/2023 11:00:00 AM","Meter #80354166","0.00"
"4/3/2023 11:00:00 AM","Meter #80354166g","-3.31"
"4/3/2023 12:00:00 PM","Meter #80354166","0.00"
"4/3/2023 12:00:00 PM","Meter #80354166g","-3.20"
"4/3/2023 1:00:00 PM","Meter #80354166","0.00"
"4/3/2023 1:00:00 PM","Meter #80354166g","-2.61"
"4/3/2023 2:00:00 PM","Meter #80354166","0.17"
"4/3/2023 2:00:00 PM","Meter #80354166g","-1.69"
"4/3/2023 3:00:00 PM","Meter #80354166","0.46"
"4/3/2023 3:00:00 PM","Meter #80354166g","-0.63"
"4/3/2023 4:00:00 PM","Meter #80354166","0.22"
"4/3/2023 4:00:00 PM","Meter #80354166g","-0.32"
"4/3/2023 5:00:00 PM","Meter #80354166","0.16"
"4/3/2023 5:00:00 PM","Meter #80354166g","-0.02"
"4/3/2023 6:00:00 PM","Meter #80354166","0.29"
"4/3/2023 6:00:00 PM","Meter #80354166g","0.00"
"4/3/2023 7:00:00 PM","Meter #80354166","0.41"
"4/3/2023 7:00:00 PM","Meter #80354166g","0.00"
"4/3/2023 8:00:00 PM","Meter #80354166","0.28"
"4/3/2023 8:00:00 PM","Meter #80354166g","0.00"
"4/3/2023 9:00:00 PM","Meter #80354166","0.76"
"4/3/2023 9:00:00 PM","Meter #80354166g","0.00"
"4/3/2023 10:00:00 PM","Meter #80354166","0.68"
"4/3/2023 10:00:00 PM","Meter #80354166g","0.00"
"4/3/2023 11:00:00 PM","Meter #80354166","1.00"
"4/3/2023 11:00:00 PM","Meter #80354166g","0.00"
"4/4/2023 12:00:00 AM","Meter #80354166","1.42"
"4/4/2023 12:00:00 AM","Meter #80354166g","0.00"
"4/4/2023 1:00:00 AM","Meter #80354166","1.23"
"4/4/2023 1:00:00 AM","Meter #80354166g","0.00"
"4/4/2023 2:00:00 AM","Meter #80354166","1.66"
"4/4/2023 2:00:00 AM","Meter #80354166g","0.00"
"4/4/2023 3:00:00 AM","Meter #80354166","1.35"
"4/4/2023 3:00:00 AM","Meter #80354166g","0.00"
"4/4/2023 4:00:00 AM","Meter #80354166","0.86"
"4/4/2023 4:00:00 AM","Meter #80354166g","0.00"
"4/4/2023 5:00:00 AM","Meter #80354166","0.37"
"4/4/2023 5:00:00 AM","Meter #80354166g","0.00"
"4/4/2023 6:00:00 AM","Meter #80354166","0.33"
"4/4/2023 6:00:00 AM","Meter #80354166g","0.00"
"4/4/2023 7:00:00 AM","Meter #80354166","0.10"
"4/4/2023 7:00:00 AM","Meter #80354166g","-0.03"
"4/4/2023 8:00:00 AM","Meter #80354166","0.01"
"4/4/2023 8:00:00 AM","Meter #80354166g","-0.17"
"4/4/2023 9:00:00 AM","Meter #80354166","0.00"
"4/4/2023 9:00:00 AM","Meter #80354166g","-0.42"
"4/4/2023 10:00:00 AM","Meter #80354166","0.00"
"4/4/2023 10:00:00 AM","Meter #80354166g","-2.57"
"4/4/2023 11:00:00 AM","Meter #80354166","0.00"
"4/4/2023 11:00:00 AM","Meter #80354166g","-3.72"
"4/4/2023 12:00:00 PM","Meter #80354166","0.00"
"4/4/2023 12:00:00 PM","Meter #80354166g","-3.60"
"4/4/2023 1:00:00 PM","Meter #80354166","0.01"
"4/4/2023 1:00:00 PM","Meter #80354166g","-2.57"
"4/4/2023 2:00:00 PM","Meter #80354166","0.00"
"4/4/2023 2:00:00 PM","Meter #80354166g","-2.44"
"4/4/2023 3:00:00 PM","Meter #80354166","0.00"
"4/4/2023 3:00:00 PM","Meter #80354166g","-1.37"
"4/4/2023 4:00:00 PM","Meter #80354166","0.00"
"4/4/2023 4:00:00 PM","Meter #80354166g","-0.62"
"4/4/2023 5:00:00 PM","Meter #80354166","0.17"
"4/4/2023 5:00:00 PM","Meter #80354166g","-0.07"
"4/4/2023 6:00:00 PM","Meter #80354166","0.42"
"4/4/2023 6:00:00 PM","Meter #80354166g","0.00"
"4/4/2023 7:00:00 PM","Meter #80354166","0.90"
"4/4/2023 7:00:00 PM","Meter #80354166g","0.00"
"4/4/2023 8:00:00 PM","Meter #80354166","0.69"
"4/4/2023 8:00:00 PM","Meter #80354166g","0.00"
"4/4/2023 9:00:00 PM","Meter #80354166","1.82"
"4/4/2023 9:00:00 PM","Meter #80354166g","0.00"
"4/4/2023 10:00:00 PM","Meter #80354166","1.09"
"4/4/2023 10:00:00 PM","Meter #80354166g","0.00"
"4/4/2023 11:00:00 PM","Meter #80354166","0.54"
"4/4/2023 11:00:00 PM","Meter #80354166g","0.00"
"4/5/2023 12:00:00 AM","Meter #80354166","1.06"
"4/5/2023 12:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 1:00:00 AM","Meter #80354166","1.41"
"4/5/2023 1:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 2:00:00 AM","Meter #80354166","0.93"
"4/5/2023 2:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 3:00:00 AM","Meter #80354166","0.40"
"4/5/2023 3:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 4:00:00 AM","Meter #80354166","0.35"
"4/5/2023 4:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 5:00:00 AM","Meter #80354166","0.41"
"4/5/2023 5:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 6:00:00 AM","Meter #80354166","0.32"
"4/5/2023 6:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 7:00:00 AM","Meter #80354166","0.30"
"4/5/2023 7:00:00 AM","Meter #80354166g","0.00"
"4/5/2023 8:00:00 AM","Meter #80354166","0.16"
"4/5/2023 8:00:00 AM","Meter #80354166g","-0.03"
"4/5/2023 9:00:00 AM","Meter #80354166","0.00"
"4/5/2023 9:00:00 AM","Meter #80354166g","-0.49"
"4/5/2023 10:00:00 AM","Meter #80354166","0.00"
"4/5/2023 10:00:00 AM","Meter #80354166g","-0.59"
"4/5/2023 11:00:00 AM","Meter #80354166","0.14"
